timestamp,pm2_5,pm10,us_aqi,hour,day,month,day_of_week
2025-10-03 02:00:00,7.1,7.8,49,2,3,10,4
2025-10-03 03:00:00,7.0,7.6,48,3,3,10,4
2025-10-03 04:00:00,7.1,7.8,47,4,3,10,4
2025-10-03 05:00:00,7.0,8.0,46,5,3,10,4
2025-10-03 06:00:00,7.1,8.2,45,6,3,10,4
2025-10-03 07:00:00,8.3,9.8,44,7,3,10,4
2025-10-03 08:00:00,9.1,12.5,43,8,3,10,4
2025-10-03 09:00:00,9.7,14.0,41,9,3,10,4
2025-10-03 10:00:00,9.3,14.8,40,10,3,10,4
2025-10-03 11:00:00,9.0,14.5,40,11,3,10,4
2025-10-03 12:00:00,8.7,13.9,39,12,3,10,4
2025-10-03 13:00:00,8.0,12.7,39,13,3,10,4
2025-10-03 14:00:00,7.5,11.6,38,14,3,10,4
2025-10-03 15:00:00,7.7,11.1,38,15,3,10,4
2025-10-03 16:00:00,8.1,11.2,38,16,3,10,4
2025-10-03 17:00:00,11.2,17.4,38,17,3,10,4
2025-10-03 18:00:00,12.5,17.7,38,18,3,10,4
2025-10-03 19:00:00,12.7,17.8,38,19,3,10,4
2025-10-03 20:00:00,12.5,17.6,38,20,3,10,4
2025-10-03 21:00:00,12.4,17.4,38,21,3,10,4
2025-10-03 22:00:00,12.4,17.3,38,22,3,10,4
2025-10-03 23:00:00,12.7,17.5,38,23,3,10,4
2025-10-04 00:00:00,12.3,16.9,39,0,4,10,5
2025-10-04 01:00:00,11.7,16.2,39,1,4,10,5
2025-10-04 02:00:00,11.3,15.7,40,2,4,10,5
2025-10-04 03:00:00,11.1,15.4,41,3,4,10,5
2025-10-04 04:00:00,10.9,15.4,42,4,4,10,5
2025-10-04 05:00:00,9.3,12.0,42,5,4,10,5
2025-10-04 06:00:00,9.9,12.5,43,6,4,10,5
2025-10-04 07:00:00,12.4,15.3,43,7,4,10,5
2025-10-04 08:00:00,13.6,19.1,44,8,4,10,5
2025-10-04 09:00:00,14.6,23.2,45,9,4,10,5
2025-10-04 10:00:00,14.6,25.6,45,10,4,10,5
2025-10-04 11:00:00,14.9,26.6,46,11,4,10,5
2025-10-04 12:00:00,15.0,26.8,47,12,4,10,5
2025-10-04 13:00:00,13.9,24.6,48,13,4,10,5
2025-10-04 14:00:00,13.0,22.4,50,14,4,10,5
2025-10-04 15:00:00,12.0,20.1,50,15,4,10,5
2025-10-04 16:00:00,11.8,18.9,51,16,4,10,5
2025-10-04 17:00:00,12.1,18.7,51,17,4,10,5
2025-10-04 18:00:00,14.6,19.6,51,18,4,10,5
2025-10-04 19:00:00,17.7,22.1,51,19,4,10,5
2025-10-04 20:00:00,18.1,22.5,52,20,4,10,5
2025-10-04 21:00:00,17.8,22.4,52,21,4,10,5
2025-10-04 22:00:00,17.1,21.8,53,22,4,10,5
2025-10-04 23:00:00,16.3,21.1,53,23,4,10,5
2025-10-05 00:00:00,14.9,19.5,53,0,5,10,6
2025-10-05 01:00:00,13.0,17.3,54,1,5,10,6
2025-10-05 02:00:00,11.6,15.8,54,2,5,10,6
2025-10-05 03:00:00,11.2,15.4,54,3,5,10,6
2025-10-05 04:00:00,11.5,15.5,54,4,5,10,6
2025-10-05 05:00:00,12.4,16.5,54,5,5,10,6
2025-10-05 06:00:00,13.8,18.3,54,6,5,10,6
2025-10-05 07:00:00,18.3,23.5,54,7,5,10,6
2025-10-05 08:00:00,18.2,25.0,55,8,5,10,6
2025-10-05 09:00:00,17.1,24.6,55,9,5,10,6
2025-10-05 10:00:00,16.6,24.1,56,10,5,10,6
2025-10-05 11:00:00,16.9,24.4,56,11,5,10,6
2025-10-05 12:00:00,15.5,22.5,56,12,5,10,6
2025-10-05 13:00:00,14.6,21.5,56,13,5,10,6
2025-10-05 14:00:00,14.0,21.1,56,14,5,10,6
2025-10-05 15:00:00,14.0,21.8,56,15,5,10,6
2025-10-05 16:00:00,13.4,21.4,56,16,5,10,6
2025-10-05 17:00:00,11.5,18.2,56,17,5,10,6
2025-10-05 18:00:00,12.3,19.6,56,18,5,10,6
2025-10-05 19:00:00,15.1,22.0,56,19,5,10,6
2025-10-05 20:00:00,15.8,23.5,56,20,5,10,6
2025-10-05 21:00:00,15.7,23.9,56,21,5,10,6
2025-10-05 22:00:00,15.4,24.6,56,22,5,10,6
2025-10-05 23:00:00,15.5,25.7,55,23,5,10,6
2025-10-06 00:00:00,15.7,27.0,55,0,6,10,0
2025-10-06 01:00:00,15.5,27.5,55,1,6,10,0
2025-10-06 02:00:00,15.6,28.0,56,2,6,10,0
2025-10-06 03:00:00,15.7,28.0,56,3,6,10,0
2025-10-06 04:00:00,15.7,27.8,56,4,6,10,0
2025-10-06 05:00:00,16.1,27.0,57,5,6,10,0
2025-10-06 06:00:00,16.3,28.2,57,6,6,10,0
2025-10-06 07:00:00,18.6,37.6,57,7,6,10,0
2025-10-06 08:00:00,23.2,64.5,57,8,6,10,0
2025-10-06 09:00:00,30.5,125.3,58,9,6,10,0
2025-10-06 10:00:00,39.0,184.9,59,10,6,10,0
2025-10-06 11:00:00,45.4,223.1,61,11,6,10,0
2025-10-06 12:00:00,49.9,243.1,63,12,6,10,0
2025-10-06 13:00:00,51.6,244.0,67,13,6,10,0
2025-10-06 14:00:00,51.5,231.0,70,14,6,10,0
2025-10-06 15:00:00,49.9,209.5,73,15,6,10,0
2025-10-06 16:00:00,49.5,193.7,76,16,6,10,0
2025-10-06 17:00:00,56.6,209.1,80,17,6,10,0
2025-10-06 18:00:00,56.5,185.8,84,18,6,10,0
2025-10-06 19:00:00,51.3,164.4,87,19,6,10,0
2025-10-06 20:00:00,42.1,132.7,91,20,6,10,0
2025-10-06 21:00:00,32.8,98.5,93,21,6,10,0
2025-10-06 22:00:00,25.7,70.8,94,22,6,10,0
2025-10-06 23:00:00,21.2,52.9,95,23,6,10,0
2025-10-07 00:00:00,18.5,42.7,96,0,7,10,1
2025-10-07 01:00:00,16.9,39.2,96,1,7,10,1
2025-10-07 02:00:00,16.5,40.7,96,2,7,10,1
2025-10-07 03:00:00,16.8,45.1,96,3,7,10,1
2025-10-07 04:00:00,18.0,52.4,96,4,7,10,1
2025-10-07 05:00:00,18.9,61.5,97,5,7,10,1
2025-10-07 06:00:00,20.5,64.0,97,6,7,10,1
2025-10-07 07:00:00,25.5,76.8,97,7,7,10,1
2025-10-07 08:00:00,31.5,104.5,98,8,7,10,1
2025-10-07 09:00:00,36.4,166.7,99,9,7,10,1
2025-10-07 10:00:00,43.8,225.4,99,10,7,10,1
2025-10-07 11:00:00,49.0,253.3,100,11,7,10,1
2025-10-07 12:00:00,52.2,261.7,100,12,7,10,1
2025-10-07 13:00:00,53.3,262.6,100,13,7,10,1
2025-10-07 14:00:00,53.4,260.8,100,14,7,10,1
2025-10-07 15:00:00,52.7,258.9,100,15,7,10,1
2025-10-07 16:00:00,51.3,254.3,101,16,7,10,1
2025-10-07 17:00:00,51.3,245.9,101,17,7,10,1
2025-10-07 18:00:00,46.2,188.6,100,18,7,10,1
2025-10-07 19:00:00,44.1,161.1,99,19,7,10,1
2025-10-07 20:00:00,42.3,142.5,99,20,7,10,1
2025-10-07 21:00:00,41.0,129.5,99,21,7,10,1
2025-10-07 22:00:00,40.5,121.1,100,22,7,10,1
2025-10-07 23:00:00,41.0,114.8,101,23,7,10,1
2025-10-08 00:00:00,42.1,115.9,103,0,8,10,2
2025-10-08 01:00:00,42.5,118.0,106,1,8,10,2
2025-10-08 02:00:00,41.6,116.9,108,2,8,10,2
2025-10-08 03:00:00,40.7,114.8,111,3,8,10,2
2025-10-08 04:00:00,39.8,111.1,113,4,8,10,2
2025-10-08 05:00:00,37.0,109.0,116,5,8,10,2
2025-10-08 06:00:00,39.7,109.9,117,6,8,10,2
2025-10-08 07:00:00,50.4,119.2,119,7,8,10,2
2025-10-08 08:00:00,46.9,104.8,122,8,8,10,2
2025-10-08 09:00:00,32.6,109.4,124,9,8,10,2
2025-10-08 10:00:00,33.2,126.7,123,10,8,10,2
2025-10-08 11:00:00,36.2,142.5,122,11,8,10,2
2025-10-08 12:00:00,39.9,149.9,121,12,8,10,2
2025-10-08 13:00:00,41.9,150.4,120,13,8,10,2
2025-10-08 14:00:00,43.5,146.2,118,14,8,10,2
2025-10-08 15:00:00,44.0,141.1,117,15,8,10,2
2025-10-08 16:00:00,43.2,133.2,116,16,8,10,2
2025-10-08 17:00:00,47.6,145.3,116,17,8,10,2
2025-10-08 18:00:00,45.5,118.0,115,18,8,10,2
2025-10-08 19:00:00,42.7,101.7,115,19,8,10,2
2025-10-08 20:00:00,39.6,93.4,115,20,8,10,2
2025-10-08 21:00:00,39.2,90.8,115,21,8,10,2
2025-10-08 22:00:00,41.9,93.4,115,22,8,10,2
2025-10-08 23:00:00,46.7,103.1,115,23,8,10,2
2025-10-09 00:00:00,49.7,109.7,115,0,9,10,3
2025-10-09 01:00:00,49.6,112.5,116,1,9,10,3
2025-10-09 02:00:00,49.0,114.1,117,2,9,10,3
2025-10-09 03:00:00,45.2,102.9,118,3,9,10,3
2025-10-09 04:00:00,38.9,92.4,118,4,9,10,3
2025-10-09 05:00:00,31.1,78.9,118,5,9,10,3
2025-10-09 06:00:00,30.9,79.4,117,6,9,10,3
2025-10-09 07:00:00,35.3,87.3,116,7,9,10,3
2025-10-09 08:00:00,38.5,88.2,115,8,9,10,3
2025-10-09 09:00:00,34.6,105.2,114,9,9,10,3
2025-10-09 10:00:00,36.7,124.3,114,10,9,10,3
2025-10-09 11:00:00,41.7,130.4,115,11,9,10,3
2025-10-09 12:00:00,44.8,127.6,115,12,9,10,3
2025-10-09 13:00:00,44.9,122.0,116,13,9,10,3
2025-10-09 14:00:00,43.0,115.3,116,14,9,10,3
2025-10-09 15:00:00,41.9,111.5,116,15,9,10,3
2025-10-09 16:00:00,41.8,110.1,116,16,9,10,3
2025-10-09 17:00:00,41.4,106.6,116,17,9,10,3
2025-10-09 18:00:00,41.0,92.9,115,18,9,10,3
2025-10-09 19:00:00,39.6,85.0,114,19,9,10,3
2025-10-09 20:00:00,37.7,82.0,114,20,9,10,3
2025-10-09 21:00:00,37.5,79.6,114,21,9,10,3
2025-10-09 22:00:00,38.5,78.2,114,22,9,10,3
2025-10-09 23:00:00,39.5,78.2,113,23,9,10,3
2025-10-10 00:00:00,39.6,79.6,113,0,10,10,4
2025-10-10 01:00:00,40.3,84.5,112,1,10,10,4
2025-10-10 02:00:00,41.4,91.3,111,2,10,10,4
2025-10-10 03:00:00,40.5,90.1,110,3,10,10,4
2025-10-10 04:00:00,36.6,77.3,109,4,10,10,4
2025-10-10 05:00:00,32.5,70.3,109,5,10,10,4
2025-10-10 06:00:00,32.0,69.2,109,6,10,10,4
2025-10-10 07:00:00,36.2,73.3,109,7,10,10,4
2025-10-10 08:00:00,38.6,76.1,109,8,10,10,4
2025-10-10 09:00:00,35.3,89.2,109,9,10,10,4
2025-10-10 10:00:00,37.5,93.4,109,10,10,10,4
2025-10-10 11:00:00,39.3,95.5,110,11,10,10,4
2025-10-10 12:00:00,38.4,91.0,109,12,10,10,4
2025-10-10 13:00:00,37.5,86.8,109,13,10,10,4
2025-10-10 14:00:00,37.0,84.3,108,14,10,10,4
2025-10-10 15:00:00,36.6,82.7,107,15,10,10,4
2025-10-10 16:00:00,35.7,80.1,107,16,10,10,4
2025-10-10 17:00:00,43.2,93.8,106,17,10,10,4
2025-10-10 18:00:00,43.3,81.3,106,18,10,10,4
2025-10-10 19:00:00,42.5,76.4,106,19,10,10,4
2025-10-10 20:00:00,41.3,74.7,107,20,10,10,4
2025-10-10 21:00:00,41.2,73.1,107,21,10,10,4
2025-10-10 22:00:00,42.1,72.4,108,22,10,10,4
2025-10-10 23:00:00,44.0,74.5,108,23,10,10,4
2025-10-11 00:00:00,45.2,76.4,108,0,11,10,5
2025-10-11 01:00:00,45.1,77.1,109,1,11,10,5
2025-10-11 02:00:00,42.4,71.0,109,2,11,10,5
2025-10-11 03:00:00,38.6,65.9,110,3,11,10,5
2025-10-11 04:00:00,35.7,63.1,109,4,11,10,5
2025-10-11 05:00:00,35.0,63.1,109,5,11,10,5
2025-10-11 06:00:00,35.6,62.9,110,6,11,10,5
2025-10-11 07:00:00,43.8,72.2,110,7,11,10,5
2025-10-11 08:00:00,46.6,74.5,111,8,11,10,5
2025-10-11 09:00:00,38.8,83.4,112,9,11,10,5
2025-10-11 10:00:00,39.9,88.0,112,10,11,10,5
2025-10-11 11:00:00,42.3,88.2,112,11,11,10,5
2025-10-11 12:00:00,42.7,85.9,112,12,11,10,5
2025-10-11 13:00:00,41.9,83.6,113,13,11,10,5
2025-10-11 14:00:00,42.1,83.4,113,14,11,10,5
2025-10-11 15:00:00,42.4,83.1,114,15,11,10,5
2025-10-11 16:00:00,42.6,82.7,115,16,11,10,5
2025-10-11 17:00:00,41.1,77.8,115,17,11,10,5
2025-10-11 18:00:00,41.6,72.6,115,18,11,10,5
2025-10-11 19:00:00,42.0,66.8,115,19,11,10,5
2025-10-11 20:00:00,40.9,64.7,115,20,11,10,5
2025-10-11 21:00:00,41.1,64.0,115,21,11,10,5
2025-10-11 22:00:00,42.7,64.3,115,22,11,10,5
2025-10-11 23:00:00,44.8,65.0,115,23,11,10,5
2025-10-12 00:00:00,44.5,64.0,115,0,12,10,6
2025-10-12 01:00:00,42.4,61.2,115,1,12,10,6
2025-10-12 02:00:00,39.7,58.2,115,2,12,10,6
2025-10-12 03:00:00,36.8,55.5,114,3,12,10,6
2025-10-12 04:00:00,33.6,52.7,114,4,12,10,6
2025-10-12 05:00:00,33.2,52.2,114,5,12,10,6
2025-10-12 06:00:00,32.0,51.2,114,6,12,10,6
2025-10-12 07:00:00,35.0,53.9,113,7,12,10,6
2025-10-12 08:00:00,39.3,57.2,112,8,12,10,6
2025-10-12 09:00:00,38.8,63.8,112,9,12,10,6
2025-10-12 10:00:00,39.6,68.7,112,10,12,10,6
2025-10-12 11:00:00,34.6,60.5,112,11,12,10,6
2025-10-12 12:00:00,32.8,61.2,111,12,12,10,6
2025-10-12 13:00:00,32.9,63.6,110,13,12,10,6
2025-10-12 14:00:00,33.4,63.8,109,14,12,10,6
2025-10-12 15:00:00,34.0,62.9,108,15,12,10,6
2025-10-12 16:00:00,34.5,61.7,107,16,12,10,6
2025-10-12 17:00:00,38.5,66.8,113,17,12,10,6
2025-10-12 18:00:00,41.2,62.4,132,18,12,10,6
2025-10-12 19:00:00,43.3,59.8,135,19,12,10,6
2025-10-12 20:00:00,43.8,60.1,124,20,12,10,6
2025-10-12 21:00:00,44.7,60.8,106,21,12,10,6
2025-10-12 22:00:00,45.8,61.5,107,22,12,10,6
2025-10-12 23:00:00,46.8,62.9,107,23,12,10,6
2025-10-13 00:00:00,47.6,63.6,107,0,13,10,0
2025-10-13 01:00:00,46.9,61.0,108,1,13,10,0
2025-10-13 02:00:00,44.0,56.9,108,2,13,10,0
2025-10-13 03:00:00,41.2,54.0,108,3,13,10,0
2025-10-13 04:00:00,38.8,52.0,109,4,13,10,0
2025-10-13 05:00:00,36.9,50.8,109,5,13,10,0
2025-10-13 06:00:00,36.0,50.1,110,6,13,10,0
2025-10-13 07:00:00,38.2,52.4,110,7,13,10,0
2025-10-13 08:00:00,41.3,54.2,111,8,13,10,0
2025-10-13 09:00:00,36.8,55.1,111,9,13,10,0
2025-10-13 10:00:00,33.3,49.5,111,10,13,10,0
2025-10-13 11:00:00,31.3,47.0,110,11,13,10,0
2025-10-13 12:00:00,28.9,43.9,110,12,13,10,0
2025-10-13 13:00:00,28.0,42.1,109,13,13,10,0
2025-10-13 14:00:00,28.5,42.3,109,14,13,10,0
2025-10-13 15:00:00,29.2,42.6,108,15,13,10,0
2025-10-13 16:00:00,29.7,42.7,108,16,13,10,0
2025-10-13 17:00:00,38.0,54.5,107,17,13,10,0
2025-10-13 18:00:00,40.0,54.0,113,18,13,10,0
2025-10-13 19:00:00,42.0,53.8,114,19,13,10,0
2025-10-13 20:00:00,42.5,54.0,107,20,13,10,0
2025-10-13 21:00:00,44.1,54.9,107,21,13,10,0
2025-10-13 22:00:00,46.6,57.0,107,22,13,10,0
2025-10-13 23:00:00,49.0,59.6,107,23,13,10,0
2025-10-14 00:00:00,49.9,60.1,107,0,14,10,1
2025-10-14 01:00:00,47.5,56.8,107,1,14,10,1
2025-10-14 02:00:00,44.0,53.3,107,2,14,10,1
2025-10-14 03:00:00,40.5,50.2,107,3,14,10,1
2025-10-14 04:00:00,37.8,47.4,107,4,14,10,1
2025-10-14 05:00:00,37.6,47.1,107,5,14,10,1
2025-10-14 06:00:00,37.1,46.9,107,6,14,10,1
2025-10-14 07:00:00,40.3,50.4,107,7,14,10,1
2025-10-14 08:00:00,44.6,54.0,107,8,14,10,1
2025-10-14 09:00:00,41.6,55.6,108,9,14,10,1
2025-10-14 10:00:00,35.0,49.1,108,10,14,10,1
2025-10-14 11:00:00,27.8,38.3,109,11,14,10,1
2025-10-14 12:00:00,25.0,34.0,108,12,14,10,1
2025-10-14 13:00:00,25.0,33.2,108,13,14,10,1
2025-10-14 14:00:00,25.8,33.6,107,14,14,10,1
2025-10-14 15:00:00,26.5,34.3,107,15,14,10,1
2025-10-14 16:00:00,26.8,34.6,107,16,14,10,1
2025-10-14 17:00:00,26.9,34.1,108,17,14,10,1
2025-10-14 18:00:00,31.2,38.3,123,18,14,10,1
2025-10-14 19:00:00,34.6,41.1,126,19,14,10,1
2025-10-14 20:00:00,34.7,41.0,115,20,14,10,1
2025-10-14 21:00:00,34.5,40.5,103,21,14,10,1
2025-10-14 22:00:00,34.5,40.4,102,22,14,10,1
2025-10-14 23:00:00,34.7,40.7,101,23,14,10,1
2025-10-15 00:00:00,34.3,40.4,99,0,15,10,2
2025-10-15 01:00:00,33.9,39.5,98,1,15,10,2
2025-10-15 02:00:00,32.6,37.5,97,2,15,10,2
2025-10-15 03:00:00,30.6,35.6,96,3,15,10,2
2025-10-15 04:00:00,29.1,34.3,95,4,15,10,2
2025-10-15 05:00:00,28.1,33.9,94,5,15,10,2
2025-10-15 06:00:00,28.2,34.2,93,6,15,10,2
2025-10-15 07:00:00,30.7,36.9,92,7,15,10,2
2025-10-15 08:00:00,34.2,39.3,92,8,15,10,2
2025-10-15 09:00:00,31.0,37.8,91,9,15,10,2
2025-10-15 10:00:00,26.1,32.0,90,10,15,10,2
2025-10-15 11:00:00,21.7,26.1,89,11,15,10,2
2025-10-15 12:00:00,17.7,21.0,88,12,15,10,2
2025-10-15 13:00:00,17.5,20.3,88,13,15,10,2
2025-10-15 14:00:00,18.4,21.1,87,14,15,10,2
2025-10-15 15:00:00,19.6,22.3,86,15,15,10,2
2025-10-15 16:00:00,20.5,23.3,93,16,15,10,2
2025-10-15 17:00:00,25.4,28.6,118,17,15,10,2
2025-10-15 18:00:00,34.3,37.0,136,18,15,10,2
2025-10-15 19:00:00,38.6,41.6,140,19,15,10,2
2025-10-15 20:00:00,37.8,41.0,130,20,15,10,2
2025-10-15 21:00:00,37.8,41.0,111,21,15,10,2
2025-10-15 22:00:00,38.2,41.1,87,22,15,10,2
2025-10-15 23:00:00,38.2,41.0,87,23,15,10,2
2025-10-16 00:00:00,37.0,39.6,87,0,16,10,3
2025-10-16 01:00:00,34.0,36.3,87,1,16,10,3
2025-10-16 02:00:00,30.6,32.8,87,2,16,10,3
2025-10-16 03:00:00,27.6,29.9,87,3,16,10,3
2025-10-16 04:00:00,25.4,27.6,87,4,16,10,3
2025-10-16 05:00:00,26.7,28.8,86,5,16,10,3
2025-10-16 06:00:00,25.8,27.9,86,6,16,10,3
2025-10-16 07:00:00,28.5,30.6,86,7,16,10,3
2025-10-16 08:00:00,34.3,36.1,86,8,16,10,3
2025-10-16 09:00:00,31.0,33.6,86,9,16,10,3
2025-10-16 10:00:00,25.8,29.7,86,10,16,10,3
2025-10-16 11:00:00,19.2,23.1,86,11,16,10,3
2025-10-16 12:00:00,18.4,22.6,86,12,16,10,3
2025-10-16 13:00:00,19.2,23.7,86,13,16,10,3
2025-10-16 14:00:00,19.7,24.5,86,14,16,10,3
2025-10-16 15:00:00,20.1,25.0,86,15,16,10,3
2025-10-16 16:00:00,20.6,25.4,102,16,16,10,3
2025-10-16 17:00:00,21.7,25.7,128,17,16,10,3
2025-10-16 18:00:00,32.6,36.0,147,18,16,10,3
2025-10-16 19:00:00,38.0,40.9,151,19,16,10,3
2025-10-16 20:00:00,38.6,41.8,139,20,16,10,3
2025-10-16 21:00:00,39.9,43.7,117,21,16,10,3
2025-10-16 22:00:00,41.9,45.9,90,22,16,10,3
2025-10-16 23:00:00,44.2,48.5,86,23,16,10,3
2025-10-17 00:00:00,47.1,51.8,87,0,17,10,4
2025-10-17 01:00:00,47.8,52.6,87,1,17,10,4
2025-10-17 02:00:00,45.9,50.5,89,2,17,10,4
2025-10-17 03:00:00,41.7,46.2,90,3,17,10,4
2025-10-17 04:00:00,36.8,41.2,91,4,17,10,4
2025-10-17 05:00:00,33.5,38.0,92,5,17,10,4
2025-10-17 06:00:00,31.7,36.0,93,6,17,10,4
2025-10-17 07:00:00,34.1,38.3,93,7,17,10,4
2025-10-17 08:00:00,38.8,42.3,94,8,17,10,4
2025-10-17 09:00:00,36.0,40.6,94,9,17,10,4
2025-10-17 10:00:00,30.5,36.3,95,10,17,10,4
2025-10-17 11:00:00,24.8,31.2,95,11,17,10,4
2025-10-17 12:00:00,19.7,31.1,96,12,17,10,4
2025-10-17 13:00:00,19.3,32.0,96,13,17,10,4
2025-10-17 14:00:00,19.4,32.7,96,14,17,10,4
2025-10-17 15:00:00,19.7,33.4,96,15,17,10,4
2025-10-17 16:00:00,20.3,33.8,111,16,17,10,4
2025-10-17 17:00:00,17.7,28.2,136,17,17,10,4
2025-10-17 18:00:00,28.1,34.5,151,18,17,10,4
2025-10-17 19:00:00,32.8,36.9,153,19,17,10,4
2025-10-17 20:00:00,34.5,37.8,140,20,17,10,4
2025-10-17 21:00:00,36.6,39.8,118,21,17,10,4
2025-10-17 22:00:00,39.5,43.0,94,22,17,10,4
2025-10-17 23:00:00,43.2,47.3,94,23,17,10,4
2025-10-18 00:00:00,45.4,49.8,94,0,18,10,5
2025-10-18 01:00:00,43.8,48.1,93,1,18,10,5
2025-10-18 02:00:00,38.3,42.0,93,2,18,10,5
2025-10-18 03:00:00,32.9,36.8,92,3,18,10,5
2025-10-18 04:00:00,29.0,33.2,92,4,18,10,5
2025-10-18 05:00:00,29.8,34.0,91,5,18,10,5
2025-10-18 06:00:00,29.5,34.0,91,6,18,10,5
2025-10-18 07:00:00,33.8,38.3,90,7,18,10,5
2025-10-18 08:00:00,39.0,43.3,90,8,18,10,5
2025-10-18 09:00:00,39.2,44.2,90,9,18,10,5
2025-10-18 10:00:00,34.6,41.2,91,10,18,10,5
2025-10-18 11:00:00,27.3,35.7,91,11,18,10,5
2025-10-18 12:00:00,22.8,34.5,91,12,18,10,5
2025-10-18 13:00:00,23.4,35.2,92,13,18,10,5
2025-10-18 14:00:00,24.7,35.7,92,14,18,10,5
2025-10-18 15:00:00,25.7,36.2,92,15,18,10,5
2025-10-18 16:00:00,26.3,36.4,113,16,18,10,5
2025-10-18 17:00:00,24.2,30.4,141,17,18,10,5
2025-10-18 18:00:00,31.1,35.6,157,18,18,10,5
2025-10-18 19:00:00,34.0,38.2,159,19,18,10,5
2025-10-18 20:00:00,34.5,38.8,147,20,18,10,5
2025-10-18 21:00:00,34.9,39.5,122,21,18,10,5
2025-10-18 22:00:00,36.1,40.9,94,22,18,10,5
2025-10-18 23:00:00,37.6,42.3,94,23,18,10,5
2025-10-19 00:00:00,36.1,40.7,93,0,19,10,6
2025-10-19 01:00:00,32.6,37.6,93,1,19,10,6
2025-10-19 02:00:00,29.0,34.8,92,2,19,10,6
2025-10-19 03:00:00,26.1,33.2,91,3,19,10,6
2025-10-19 04:00:00,24.7,33.1,90,4,19,10,6
2025-10-19 05:00:00,24.8,33.1,90,5,19,10,6
2025-10-19 06:00:00,25.6,34.1,89,6,19,10,6
2025-10-19 07:00:00,31.0,39.5,89,7,19,10,6
2025-10-19 08:00:00,36.9,44.8,89,8,19,10,6
2025-10-19 09:00:00,35.0,45.5,89,9,19,10,6
2025-10-19 10:00:00,29.8,42.5,88,10,19,10,6
2025-10-19 11:00:00,25.3,36.2,88,11,19,10,6
2025-10-19 12:00:00,22.5,32.4,88,12,19,10,6
2025-10-19 13:00:00,21.3,31.5,88,13,19,10,6
2025-10-19 14:00:00,21.9,32.1,87,14,19,10,6
2025-10-19 15:00:00,22.5,32.5,87,15,19,10,6
2025-10-19 16:00:00,22.9,32.5,96,16,19,10,6
